review,sentiment,label
this woman is a terrible comedian she cant crack a joke she has no real character this is another example of typical american rubbish that people laugh at because they have no idea how to react so they say to themselves well its a comedy show so ill laugh i guess  i cannot stand this miserable woman and her pi poor excuse for comedy she does not deserve anything but booing  why cant america dump this kind of turdish delight and go for something that actually contains humour  she is not funny not at all why oh why does even one person like this idiot,negative,0
i am still trying to figure out what the target of this movie was 1 whether to show how stupid disorganized unprofessional and arrogant the police is i surely could add various adjectives here but i think my point on this is clear 2 whether to show how a twistedminded crook that does not know what he wants from himself can create chaos 3 whether to show if a persistent detective will solve a case just by asking the criminal the same stupid question over and over again till the criminal answers 4 or was it just to show that any 90 minutes of filmed material can still be called a movie  this was one of those movies that in a way  did not disappoint me from the first 10 minutes i kind of figured out that this movie will not be nominated for the best movie award and surprisingly enough  this was consistent throughout the whole time it was stupid enough to be worth the wait to see how stupidly it will continue and end  and i was not disappointed there either   was it a complete waist of time yes which raises your question  why did i watch it throughout well i was trying to fall asleep and i thought this was a great candidate for that but unfortunately i had too much coffee before that,negative,0
the exploding zeppelins crashing down upon sky captain jude laws base present an adequate metaphor to describe how truly terrible this movie is first off let me state right off the bat that i sincerely doubt that paramount will ever recover any money from this film a cult hit it might become but only because it is so remarkable for what it failed to achieve i can see the studio pitch now lets combine 1920s german expressionism and a 1940s globetrotting adventure with a modern action flick and use computer animation to dominate every scene wow wont that be a success  skycaptain bludgeons the viewer with its sheer excess there are too many fake explosions too many unconvincing dogfight scenes and too few real moments where the characters are anything but painfully twodimensional after all why shock and awe with one floating airship when you can have three or five or one hundred moreover what could have been a groundbreaking film seamlessly combining computer generated imagery and human actors in a stylized and intriguing setting will instead become a flop in no small part because it fails to meet the most important requirement of any flick using cgi quite simply the graphics are amazingly poor from the movement of the cars to the physics of the aircraft in the dogfights everything seems to be just a little off im not being nitpicky here in any way an infant could notice that a car doesnt glide along the road like a maglev train unless its a mercedes s500 and for those of you raising your voices in protest crying out this is a stylized film its not supposed to be like reality let me just say this lord of the rings has set the standard for integrating reallife actors with cgi starship troopers has set the standard for ironic science fiction films the rocketeer did a solid job reintroducing the decade of the 1920s back into the hollywood film portfolio and tim burtons batman created a unique picture of new york citygotham that has yet to be repeated sky captain falls so short of all these films it is hard for me to mention them in the same sentence plus the acting is so poor it makes me positively ill so there you have it i spent 9 to see this film and you get my review i hope it might dissuade you all from making the same mistake that i did,negative,0
i bought this on dvd for my brother who is a big michelle pfeiffer fan i decided to watch it myself earlier this week  it is a reasonably entertaining piece containing two completely separate story lines the section with michelle pfeiffer was by far the more interesting of the two she plays a rising hollywood actress who has had many short unfulfilling relationships she literally bumps into brian kerwin a regular married guy with kidsafter driving her car into the back of his after being initially hostile to one another he offers to drive her home as she no longer feels comfortable to drive romance develops eventually leading to tragedy when his wife finds out what happens at the end i was not prepared for but the slow pacing and routine tv direction takes any drama out of the plot  the other section involves an old studio boss played by darren mcgavin this section actually has the better cast with kenneth mcmillan lois chiles steven bauer  stella stevens they all want something from the studio boss but in the end when he is asked to resign they all realize their careers will now be going nowhere   it passes the time but is not all that interesting and i am glad this was not bought for me i am not a michelle pffeifer fan but she was admittedly the only actor worth watching in this film and even in 1983 she was a decent actress overall though unless you are a fan of hers avoid this as it is very routine,negative,0
ab tak chhappan is a fictitious story surrounding a police department in mumbai india sadhu agashe is a hard working hardedged cop heading up a plain clothed crime squad who makes a name for himself by killing dangerous criminals in staged police encounters rather than locking them up in prison his loyal officers obey him without question but a rift forms when one of his officers imtiaz becomes frustrated by sadhus high ranking status and is secretly competing with him for criminal kills and status a new recruit is also pushed into the fraternity and imtiaz is angry when sadhu allows him to take the lead on his first case further change comes in the form of a new police commissioner who disapproves of sadhus tactics and everyone gets caught up in internal politics  i was surprised to see such a well directed action thriller coming from india the camera work is excellent the story is well told and the tension is high when the drama unfolds the acting pace and political subterfuge convinces the viewer that they are a fly on the wall witnessing the blood sweat and tears from a close up and personal view and that the events are based on reality which is no doubt why we are told that it is not at the beginning of the film although it is likely that the director shimit amin has taken liberties with factual accounts nevertheless ab tak chhappan is an extremely polished piece of filmmaking,positive,1
this is my favorite horror film a close 2nd to poltergeist i saw one dark night when it first came out in theaters in 1983 at the theater where i worked  i was born in 1963 so i have a certain love for 80s horror films despite them being a little dated and the dialog not well written what i thought was so original about it was that the phenomenon of psychic vampirism has not been addressed at least to my knowledge at that time and is a very real phenomenon  i didnt care if adam west was in it nothing against him but his supporting role was not memorable but thought meg tilly was good casting the littleknown donald hutton from brainstorm and invaders from mars as an ambiguous scientist who oversaw studies on ramars abilities was sadly overlooked as a gay guy i was paying more attention to david mason daniels meg tillys unfortunate but gorgeous boyfriend hes selling real estate in texas now   i felt the film realistic in two ways raymar who was discovered to have murdered 6 girls in his surreal apartment had a funeral that was sparse in attendance reflecting the fact that not only was he mysterious a hermit but a killer as you know these types are buried without fanfare second if corpses were going to be telekinetically mobile they would hover dragging their feet the filmmakers could have gone for the schlock walking groaning arms outstretched zombies but opted for what would be believable kudos the buzzing electrical discharge from ramars eyes at his throne coffin like hes overseeing his kingdom of dead cast an eerie magenta light in the mausoleum that will stay with you for years if youve ever gone to a mausoleum even on a sunny day you will notice that they have their own rosetta lighting caused by stained glass windows dont get me started on the cavernous silence even ramar himself looked like someone who could pass as an eccentric perverted old man the score was oneofakind and memorable and i keep kicking myself for not getting it on cassette when it first came out the track shooting was done where it was supposed to be i especially liked the carefullyplanned characteristics of each corpse the bride the badly decomposed child still holding its teddy bear the grandmother the tall thin black guy and the halffaced world war ii vet and the greenslimed eyed elderly gent who was the first to greet the sisters clique initiators even corpses can be good actors i suppose the only thing i had to groan about was the arm that came out of one of the vaults and choke julies boyfriend couldnt possibly be done unless a corpse was put in laying on its stomach and feet first but why it looked a little to fresh too  the film begins eerie with us never seeing ramars face until the last quarter of the film which is like unwrapping a birthday present as he is picking up teen girl runaways in his daughters psychic flash we then see coroners hauling his body away in his one bedroom apartment where we see hes experimented his telekinetic craft by phasing dishes into his wall the rest does drag as the heatherslike sisters group baits julie into a final initiation by spending the night inside the mausoleum but it is a wellplaced build up to the unleashing horror later the movie isnt bloody in any sense of the word the goriest part is when ramars daughter uses a compact mirror to feed his power back to him and he bubbles then melts ive always felt that a power like ramars could never die and a sequel could be worth looking into i can see it now one dark night ii turning in the grave but lets face itthe film stands alone i heard the film had other titles but the original fits  a remake would be pointless but if there were to be one i would write better dialog and lengthen some scenes such as show the studies on ramars abilities done in the lab instead of hearing about it on a tape recorder in this information age something like that would be well documented on dvd and more corpses why just raise the ones in the mausoleum when ramars power could spread to the graveyard too lets just say id hate to be one of the persons who had to clean up the mess at the end of the climax something that too can be shown i think having one of the initiating sisters recognize one of the corpses as a relative would have added some good if disturbing character with cg effects some awesome scenes with ramar animating cremated remains would be off the wall   say what you will aboutone dark night but it has it all so see at least once in your lifeor death,positive,1
i guess its jacks great empathic ability that makes him the powerful performer that he is but empathy comes at a price like all thingswhen hes surrounded by mediocrity he instinctively lowers the standard and becomes one with it he is a joke as a mafiahitmanalso because the part doesnt suit him one bit him being so extrovertedand just grazing avoids making a fool of himself in thiskathleen turner had a much tooooo long career just by being tall and blonde because her acting ability is limited to that thing she does with her eyes when she opens them wide which shes convinced is sooooo damn sexy and anjelica huston is the absolute samegranted interesting in everything just like robert loggia   the movie is a lame draftand this will be the only mention of the rag they call script of a gangstermovie with a cast that was probably only interested to get to the afterparty fasterthey certainly gathered the partygoing elite in this what did they shoot it in 1 daycause that would be the only explanation,negative,0
anyone who has read my review for uwe bolls alone in the dark will remember that i compared the unenviable task of sitting through that piece of human waste to having each and every hair on your arm pulled out well take that analogy a step further with this irredeemable gutter trash and try to imagine the pain of getting your teeth extracted without novacaine do that and youll have a general idea of what eli roths cabin fever is all about  i never believed any one film was capable of topping the sheer agonizing dreck that uwe boll cranks out as the worst film ever made but in all honesty i have to say cabin fever comes very close this is yet another sad excuse for a motion picture that had absolutely no valid reason to meet with any form of theatrical release for somebody who claims to love the horror genre as much as eli roth does he has created the single most annoying and convoluted patchwork of a movie i think i have ever seen in my entire life how do you screw up a story like this think of the potential this plot would have had without the poorly written characters without the bad writing and without all that unnecessary and unfunny comedy a movie dealing with a grotesque flesheating virus could and should have been so much better than what roth dished out for us here this script failed on so many levels with me and while i do not doubt the evident talent this director possesses i do know that he fumbled the ball big time on an idea that could very well have redefined the horror genre  to say this was a production of missed opportunities would indeed be a gross play on words a generous amount of blood and unsettling special effects cant even save it and that is one element i normally go for there really was nothing about cabin fever that i could easily recommend to anybody when three quarters of the crowd walks out of the theater halfway through you know the movie is sinking fast my best advice to those reading this would be to simply rent before purchasing one viewing was more than enough for me to know that i will most likely never bother with it again,negative,0
this is no arthouse film its mainstream entertainment   lots of beautiful people ta and action i found it very entertaining its not supposed to be intellectually stimulating its a fun film to watch jesse and chace are funny too which is just gravy definitely worth a rental  so in summary id recommend checking it out for a little friday night entertainment with the boys or even your girl if she likes to see other girls get it on  the villains are good too vinnie corey large the hatian guy from heroes very nasty villains,positive,1
i have to admit i laughed a few times during this trivial 2004 holiday movie but its already moving out of my shortterm memory in a career that is sliding rather swiftly toward tabloid obscurity ben affleck once a promising comic character actor who became enmeshed in the hollywood publicity machine to recreate himself into a romantic leading man judging from this film the transformation doesnt seem to be taking as he continues to lack the gravitas that would make him credible in such parts while his buddy matt damon takes on smart roles in films like syriana affleck appears in this type of commercial pap at least the superficial character of successful but lonely advertising executive drew latham suits affleck better than most of the other roles he has tried  directed by mike mitchell whose most famous film is 1999s deuce bigelow male gigolo and scripted by no less than four screenwriters always a bad sign the flimsy plot revolves around his characters need to rent a family living in his childhood home in order to live out his fantasy of having the oldfashioned christmas he never had the concept is actually intriguing because there is something to be said about the cathartic release of sentimentality we are all directed to feel amid the frenzied commercialism around the holidays the real problem however is that the movie feels like an extended sketch lacking any logic or authentic emotional resonance affleck seems to be on overdrive attempting desperately to be lovable but the net result is an exhausting turn by an actor who has an increasingly annoying habit of playing stupid people in illconceived films fortunately he has the likes of james gandofini and catherine ohara playing the valcos the couple who decide to accept drews monetary offer to pretend to be his parents  gandolfini plays tom like a gruff nonviolent relative of tony soprano but he does what he can in the role from her classic sctv days to christopher guests mockumentaries ohara is always a comic gem no matter the vehicle and unsurprisingly she earns the best laughs as toms wife christine whether dryly delivering a oneliner or posing in an inch of makeup for a dominatrix photo shoot in what is becoming her standard screen role christina applegate plays their mistrusting daughter alicia who of course becomes drews love interest despite some good moments where she is enjoying the deceit of playing drews sister in front of his girlfriends family her character seems to change in lightningflash strokes making it hard to see what drew would see in her the story spins completely out of control by the last third with one contrived situation piled on top of another until plot strands are tied together in short order its rumored that much of the movie was improvised since there was no finished shooting script it shows but i also have to admit i stuck with it to the bitter end,negative,0
this show had a lot of hype but i didnt know about it until the midseason season 1 someone even recommended the show to me but i decided that if i was going to watch it i was going to wait until the end of the season so i could watch it in bulk due to the shows format im happy i waited i imagine it would have been fairly annoying have nearly every episode end in the middle of some cliff hanger then have to wait another week to find out what happens in the next second of the story  somehow this show has managed to throw in too much sex jason will have sex with pretty much anything that moves right after he finds out that one woman he had sex with was killed hes in bed with another woman the next night then tara and sam get it on despite each of them knowing that sam is in love with sookie and for some reason sookie gets mad when she later finds out about iteven though shes sleeping with a vampire one of the problems with the show is that it doesnt do a good job of making you care about the characters i really didnt care for jason at all along with his endless pursuit of tale he was rude to the people who actually were concerned for him after a few episodes i wouldnt have minded if he got killed somehow for that reason i was for the most part uninterested in the murders until sookies grandmother became a victim since the first two were more closely involved with jason  then once sookie and bill have sex the story gets a few more subplots taras mother wants an exorcism then the exorcist lady tries to convince tara that she should have one to remove her own demon i wasnt so much bothered by the whole exorcism thing as i know there are some people who really believe in that stuff however they waste little time in showing that is it a farce right after tara spends about 1300 on exorcisms for her and her mother at other points some of the developments happen too fast jason continues being a jerk trying to sell his grandmothers stuff to buy vampire blood which apparently is the new crack or something in his search he finds this girl who will do v vampire blood with him they get high and within three days fall in love with each other and kidnap a vampire for a constant source of v another example is when bill has to go to a vampire tribunal hes only gone for two days before sookie starts to feel abandoned and start to wonder if he thinks vampire politics are more important than her  subtlety is not this shows strong suit it doesnt take a genius to figure out something is going on with the local dog although my assumption wasnt dead on it wasnt that much of a surprise but the finale two episodes was where it really got annoying as it just shoved all the developments in your face as if you couldnt possibly figure the out for yourself when tara gets into the car accident the naked ladys face with the pig is clearly shown and was easily recognizable when she shows up at the jail for the bailout as if that wasnt enough they later show the lady again with the pig at her house then its time to wrap up the murder story at the end of the penultimate episode its revealed that renee is not who he says he is and most likely is the killer in the final episode they shove renee being the killer in your face sookie remarks that its odd that renees thoughts dont have an accent i thought that was fine as it adds to renee being a fraud but the next scene is full of incriminating evidence against renee they show that renee has the tape of maudette with the vampire and his fiancée finds a tape in one of renees boxes about how to fake a cajun accent at this point it was just ridiculous i mean we get it so blah blah blah stuff happens bill almost kills himself while failing to save sookie who still manages to kill renee they start to set up season 2 by leaving unfinished issues the naked pig lady and sam have a history lafayette has gone missing and might have been killed jason is in the process of being brainwashed into being a religious nut by some antivampire churchwhich makes me care about him even less  its almost surprising to see how many people absolutely love this show i think i just expected this show to be better im interested in seeing what happens in season 2 but if i watch it ill most likely wait for the season completion,negative,0
this bookbased movie is truly awful and a big disappointment weve been waiting for this move over a month many film reviewer were hopeful for it also in newspapers and tv it made big sense when 29th april comes many people regretfully noticed that movie is really awful why first of all story was so monotone it has been many indefinite scenes sometimes its hard to realize whats going on the actresses out of hulya avsar werent harmonized with their roles especially vildan atasever she acts better in comedy films in this movie a kind of drama she couldnt disposed of her previous role and finally movie is too short just 66 minutes,negative,0
its the single unfunniest thing i ever watched its sad how he tries so hard to come up with a good joke and all he does is curse and thinks his disgusting vulgarity is funny he is the most bitter person i ever saw his whole act he is trying to show how much he doesnt care and by that only showing how much hes angry at the critics and the people with any taste and sense of humor whod rather go through immense torture than go watch his show there are good comedians there are bad ones and there are horrible ones but this guy is in a league of his own i feel sorry for him and even more for the people who find him funny,negative,0
tim burton is in essence an expressionist filmmaker disinterested in dimensions of character and obsessed with gothic scope opting for style over substance incessantly throughout his career however with his style being so poignantly endearing i like many moviegoers forgive all the countless flaws that can be found in many of his movies and become engrossed in what are essentially one hundred million dollar art films  its almost embarrassing for me to see a poetic emotionally involving spirit within the second installment of a mediocre franchise especially when that franchises target audience are halfwitted 15 year old boys batman returns should have been every bit as commercial as its predecessor ensuring box office draw and cheap in actual fact very expensive thrills being entertaining without ever truly involving its audience had this been the result then tim burton would have surely been required to direct a third installment instead burton delivers something that can only truly be defined by the phrase out there  from the melancholy opening in which a high society couple throw a prisonlike bassinette containing their newly born deformed baby into a river it is clear that batman returns aint no picnic at buckingham palace cut to thirty three years later during a political speech made by bad guy business tycoon max shreck sinisterly portrayed by christopher walken the red triangle circus gang attack gotham city batman michael keaton returning to the role makes his first appearance sporting a new logo eventually saving the day shreck is soon kidnapped by the circus gang and blackmailed into endorsing the political return of the baby now a fully grown penguin man danny devito in hideously perfect makeup whose motives for return are suspicious only to batman  meanwhile shreck attempts to off his nosey and awkward assistant selina kyle played perfectly by michelle pfeiffer who quite frankly deserved more recognition for her performance who transforms into the deliciously sexy and psychotic catwoman out for revenge and harbours for some unexplained reason a deadly vendetta against the dark knight  batman returns is bleak the production design is breathtaking delivering a cold haunting gotham city with an even more apocalyptic feel than its predecessor danny elfmans score supports the film brilliantly ranging from invigorating to tragic the tone and direction of the whole film itself is intensely brooding shot like a sad nightmare burtons direction overshadows what is in fairness a diabolical screenplay with an almost totally irrelevant plot and yet at the same time perfect for burtons visual style of filmmaking and whilst burtons action sequences struggle for exhilaration the real excitement lies in the directional choices displaying the fall of each of its main characters the penguins demise the catwomans mental state and bruce waynes lonely destiny  warner brothers hated it whilst critical and audience reaction was mixed after all they wanted a batman sequel not a weird somewhat ghastly horror movie in which a deformed psychopathic orphan attempts to kidnap and drown a batch of babies allthewhile vomiting what can only be described as green mucus the production company wanted an audience friendly feature something for the mcdonalds clan to promote their happy meals with not a movie of dire irredeemable characters including a sexually repressed secretary who is pushed from a skyscraper and revived by a gang of cats awakening her from unconsciousness by chewing on her bloodied ice cold fingers  its easy to understand the mass disappointment that followed the release of batman returns the film never felt like a batman blockbuster it is questionable if burton really knew who batman actually was or even if he cared about the character as much as he cared about the film fitting in with his usual themes of beautifully haunting art direction and misinterpreted lonely characters who rarely conform with societies standards and expectations this is why burton failed to create a great batman film he did however create a nostalgic and stunning ballsy piece of cinema that remains a personal and nostalgic favourite of mine  this may not be a great batman movie but it is a great tim burton film,positive,1
i dont much mind the factors that others here have objected to  acting lighting and so forth for the most part these things were executed well enough to carry the film and put its points across its just a horror film after all  what bugged me were the points themselves because this is a deeply moralistic film and its morality is deeply tacky in fact its actually fundamentalist christian morality and this is a fundamentalist christian film look at the sins    sutherlands character picked on a kid at school when he was a preteen leading to his accidental death   baldwins character used masculine wiles persuasion and good looks to shag quite a few women some of whom he videotaped ooh the swine how unlucky for him that women are such passive gormless creatures that they had no complicity in the matter   roberts characters dad came back from vietnam a junkie so ashamed to be caught shooting up that he kills himself yes what a terrible sin why couldnt he have just become an alcoholic like all the others   and bacons character picked on another schoolkid how awful the fact that he was a child himself apparently counts for nought children it seems are divinely judged by adult criteria  well maybe lots of people support this level of moral absolutism it certainly seems to have gone unremarked in this movies comments does everyone just buy this stuff at least human laws treat children differently from adults recognising that their ethical sense is partiallyformed this film has no such qualms and i find that pretty objectionable ditto the notion that women are helpless fluffy creatures before young mens evil lusts or that a vietnam vet driven to drug addiction is so shameful that suicide is a valid option pathetic,negative,0
ida lupino is trapped in her own home by crazy robert ryan in beware my lovely a 1952 film from rko lupino and ryan did three films together and worked well as a team both being consummate professionals and strong performers in this film based on a broadway play called the man lupino is a world war i widow who rents out a room in her home shes very active and wellliked in her community and though her husband has been dead for two years shes not ready to move on the man who rents her room goes on vacation and lupino hires robert ryan to help her with some heavyduty cleaning in the house hes friendly enough to start but later terrorizes her locking her in the house and not allowing her to answer the phone or the door as he grows violent and more out of touch with reality  the character played by ryan is shown in the beginning of the movie running away when he discovers a dead body in another house hes working in it isnt clear whether or not hes the killer since he seems surprised to see the body he might be a split personality as when his personality turns ugly toward lupino he seems to have no memory of his activities when he comes out of it he doesnt know that he has the keys to lupinos house in his pocket and doesnt know why he has tickets to a party that he bought from young children who came to the door  beware my lovely is a very suspenseful film and the two leads give terrific performances the tension builds to a very high level and ends in a way youre not expecting,positive,1
this blake edwards film isnt too sure whether it wants to be a comedy a drama or a musical no matter the sheer presence of julie andrews is reason enough to see this comedydramamusicalspy spoof julie is beautiful and uses her many talents throughout the film rock hudson looks tired but hes is more than fine as julies romantic interest authentic world war i cars and planes add to the appeal overall the film is very entertaining the dvd release is an edited by blake edwards version of the original release supposedly this is the only version that edwards would allow but turner classic movies has shown the complete theatrical release version recently recommended,positive,1
over the last 20 years the majority of british films are about how horribly poverty stricken the uk is and how our youth doesnt stand a chance of a good life whilst they live on the mean streets of british cities the british film industry is obsessed with the idea of broken britain trainspotting this is england kidulthood football factory kes and from london to brighton  bullet boy is just another british movie added to that list the main character expresses a desire to go straight yet he still insists on hanging around with dead beats who carry guns and fight with gang members over nothing i was never convinced that he did want to go straight as there was nothing stopping him pursuing an education or a trade in fact it would have been a breath of fresh air if he had of gone straight and we had a character who turned his life around instead he spends his time helping his friend trying to commit murder i felt no sympathy when he is predictably shot by another teen at the end of the film which is sad because at the beginning of the film i really liked the entire family and their desire for success i believe the makers missed a great chance to show the world that success belongs to those who are willing to really strive for it like the pursuit of happiness   i know the purpose of this film was to try and paint a realistic picture of what life is like for black teens living in working class areas of britain but dont we already have enough films in the uk with that very same plot isnt it time these talented producers and writers give britains youth something to aspire to and show them a better life is just around the corner  i applaud the makers of bullet boy for not loading the film full of mindless violence in order to try and get success through shock factors like kidulthood football factory but at the same time this movie offers nothing new to a long list of british films that are effectively dull and depressing to watch there is no happy ending to this movie or any of the others i have mentioned,negative,0
i saw this movie with very low expectations i didnt know a lot about it so i wasnt sure if it was going to be worth it  the story did an ok job of getting you curious about these ruins they travel to the suspense continues when the mayans show up and force them to stay at the ruins  then the movie turns from somewhat suspenseful to pointless the amount of gore found in this movie did not balance out compared to whether it was truly necessary or used more for shock value  the fact that they didnt make any attempt to fight the vines from hell they had fire and didnt try to burn it nor did they try to cut it with a knife to see if they could destroy it or not they quickly jumped into a victim role and their helpless attitude was not real it reminded me of the old horror movies where the people just scream and yell and dont have half a brain to try to fight back,negative,0
im a fan of judy garland vincente minnelli and gene kelly but this movie just left me cold i was expecting another american in paris from minnelli so perhaps i was expecting too much  the movie was short on songs and short of impressive dance numbers i was impressed by the very expressionistic kelly dance as mococo on the ship i was also impressed by the nicholas brothers in be a clown too bad the song was so annoying i also enjoyed judy attacking kelly with bricabrac check lorna lufts autobiography for some interesting information on that scene  actually the movie has what must be some of cole porters most annoying songs especially nina also judy and gene yell constantly like screechy children  the plot is thinwhich is par for the course for musicalsbut it is not saved by impressive dance numbers or by memorable songs i suspect the best parts of this movie were left on the cutting room floor please some movie restorer find those bits of film and show us what the movie could have been,negative,0
it takes a while to get adjusted to the sound of sons of the pioneers  but then you thoroughly enjoy it if the soundtrack would be played by an orchestra like max steiner or dmitri tiomkin it would lose its folkloric character the music conducts the film everything seems to follow its rhythm the whole cast is excellent ben johnson and harry carey jr are the young men guiding the caravan ward bond is the mormon leader and joanne dru is a flirting actress ford was able to make of what would be an ordinary western something totally different and original showing us the music the dances and most of all the people,positive,1
you could tell from the opening shot of the conveyor belt in the bank that this was going to be a great film  a touch minimalist in feel with a twist of retro this film oozes style the brilliant camerawork acting script and the manner that the secret life of the protagonist unfolds all complement each other in possibly making the best italian film ive ever seen up there with la stanza del figlio  albeit different  shame on the people sitting behind me who made it obvious that they couldnt see the relevance of the slow but painfully beautiful scenes meticulously crafted by the camera dont miss,positive,1
i am a member of a canoeing club and i can tell you the truth that deliverance is synonomous with the peacefulness and tranquility of the experience as we put our boats into the water banjoes echo in the back of the conscious mind this movie is timeless because it waxes philosophical of humans place in nature and technologys effect upon mans relationship with nature we see it in the bow fishing we see it in the home made tent there is also city mans disdain and feeling of superiority to the rural woodsman cracker the fact that the banker from atlanta ned beatty has bad teeth is meant to put him on the same level with the woodsmen who also have bad teeth ultimately the struggle of life and death supersedes civilized mans suppositives about the law this canoe trip ends too soon for the viewer but alas not soon enough for the characters,positive,1
the only reason i rented this was because of the article in fangoria magazine the article made this film look interesting well it isnt this was a very boring amateurishly written and directed movie all the actors in this movie are awful except faye dunaway who is always a joy to watch but too much time was focused on gina phillips and her ridiculous encounters with ravens and duilio marzio marzio has such a thick argentinean accent you can only understand every couple of words he says also on hand is nicholas pauls who plays the ultrabland love interest to gina phillips the bottom line this movie is not scary there is only one good scene and that is the last five to ten minutes of the movie i would have given this one star but i gave it three just because i like faye dunaway so much but even she wasnt that great in this,negative,0
i think this is one of burts top five movies along with deliverance smokey and the bandit boogie nights and city heat he also directed this one so he had a talent for that too like his buddy clint eastwood i wish he made more films like this or even a sequel to sharkys machine than the likes of stroker ace or cannonball run ii this is a tough gritty cop thriller with reynolds at the top of his game having the beautiful rachel ward in it of thorn birds fame helped too henry silva is the bad guy and he always does a good job at that the film also a great soundtrack too i highly recommend this wish it was on dvd in the uk an audio commentary from reynolds would be great as well 710,positive,1
the title song for this movie is the greatest free spirited ballad ever written           i first saw this movie back in 197879 when i first subscribed to cable in 1979 cable was just starting to become common place in homes or at least that when it was becoming common here in missouri  this might very well be the first movie i ever watched on the pay channel called the movie channel  which was called the star channel back then they changed the name to the movie channel in the early 1980si received a free month of the star channel with my new cable subscription the van was one of the movies that was in heavy rotation on that network at that time  i remember watching this movie back then and thinking it was a typical teen flickalong the same lines as other medium budget teen flicks the ones where the plot revolves around nudity and parties  i totally forgot that this movie even existed until i recently seen this movie again after having not seeing it for decades i found a copy of it on dvd for sale in cheap bin i recognized it and bought it for a mere 499  seems like i had remembered this film being much better that it wasis however watching it back then was a different experience than watching now30 years later  it was fun to see the kids listing to rock n roll music smoking weed and having sex in the back a fancy vanoften all at the same time this is what a good teen party movie should be  there isnt much of a plot other than the fact that the main character fantasizes about having sex with his arch rivals good looking girlfriend he blows all of his college savings money to purchase a tricked out dodge vanwith shag carpet walls  mirrored ceiling and a water bed in itto get her attention and he eventually gets to have sex with her but his arch rival finds out and comes looking for him so that the two of them can settle their differences by drag racing their vanshe and his arch rival end up wrecking both of their vans and instead of stealing away his arch rivals girlfriend he wins over the heart of a preppylesser attractive girl that he halfass dates through most of the movie and he decides he is happierbetter off and the movie ends  the movie does have its funny moments but watching this movie 30 years later it becomes more of a trip down memory lane because i still can remember pizza parlors pinball arcades it also brought back memories of cruising around a small town while we smoked pot as we would yell at good looking girls and hoping to get laid sometimes id get lucky and get some decent looking girl to share a joint with me and wed screw in the backseat afterwords i also remember many of the songs in this movewhen they were newthis movie serves as a perfect time capsule for that era in those regards brought back lots of memories  the one thing that is depicted in this movie that i honestly can not remember is i never remember a time when full sized vans were as popular as this film depicts them as being i remember that era very well and i dont young men going around wishing they had a van instead i remember young men in the 70s self included wanting a pontiac trans am chevy camaro or a hot rod ford mustang but never a van this movie makes it appear as if vans were most popular item going and that every young man wanted onewhich just wasnt true of that era,negative,0
acting is horrible this film makes fast and furious look like an academy award winning film they throw a few boobs and butts in there to try and keep you interested despite the extremely weak and far fetched story there is a reason why people on the internet arent even downloading this movie this movie sunk like an iron turd do not waste your time renting or even downloading it this film is and always will be a permaturd i am now dumber for having watched it in fact this title should be referred to as a permaturd from now on calling it a film is a travesty and insult abhorrent abominable appalling awful beastly cruel detestable disagreeable disgusting dreadful eerie execrable fairy fearful frightful ghastly grim grisly gruesome heinous hideous horrendous horrid loathsome lousy lurid mean nasty obnoxious offensive repellent repulsive revolting scandalous scary shameful shocking sickie terrible terrifying ungodly unholy unkind,negative,0
after too many bad memories i took to skipping this episode each time it showed up in the season 2 sequence i recently watched it again just to remind me why ive always considered this the worst sttng episode with the exception of shades of gray which barely counts as an episode at all  i keep listening to the clunky dialogue and thinking of the script redpenciled by the authors writing 101 teacher show dont tell from deanna trois pronouncement and everyone elses constant elbowing reminders about what a charming dangerous rogue okona is to guinans explanation about how funny her droid joke is it isnt to the whocares resolution to the conflict there isnt a plot point that isnt highlighted and tripleunderlined for our edification and there aint a believable moment in any of it unfortunately bill campbell a charming actor in other circumstances is too puppydog huggable to be the center of the machinations of the plot on the other hand it could be that no one short of john barrowman jack harkness from doctor who could pull of this underwritten placeholder of a role  zero points by the way to the data subplot while i think joe piscopo stopped being funny decades ago he and brent spiner had nothing to work with here although the jerry lewis bit was funny in a stupid way  on a good day you may be able to think of this as a charming little homage to a lesser original series episode me id rather skip ahead to time squared or q who,negative,0
